"Phrase","PhraseID","Accentuation","Clitic objects","Cyrillic phrase","Doubled phrase","Evidential","Interrogative","Line","LineID","Miscellaneous","Negation","Phrase","Reflexive","Style","Syntactic cohesion","Tense-mood","Token","TokenID","Verbal phrase","Word order"
"š’e stanem","76219","","","","","","","Brŭšljan 1: 13","15247","","","š’e stanem","","","","future","š'e, stànem","15245, 15246","",""
"ufc’ɛte kətu gi počneš","76218","","1.obj.pron.","","nom-clt.pron.","","","Brŭšljan 1: 13","15247","","","ufc’ɛte kətu gi počneš","","","","present","ufc'ɛ̀te, kətu, gi, pòčneš","15242, 13310, 1152, 15243","",""
"kətu gi pòčneš","76216","","1.obj.pron.","","","","","Brŭšljan 1: 13","15247","","","kətu gi pòčneš","","","","present","kətu, gi, pòčneš","13310, 1152, 15243","",""
"kətu se uženix","76215","","","","","","","Brŭšljan 1: 5","15195","","","kətu se uženix","reflexive","","","aorist","kətu, se, už'ènix","13310, 12409, 15192","",""
"si beh ufč’ar’","76213","","","","","","","Brŭšljan 1: 5","15195","","","si beh ufč’ar’","reflexive","","","imperfect","si, beh, ufč'àr'","12879, 15189, 15168","predicate",""
"me e ostàvil","76211","","1.obj.pron.","","","","","Belica 1: 135","12499","","","me e ostàvil","","","","perfect","me, e, ostàvil","12007, 26185, 12495","","obj-aux"
"sɤm odìla","76209","","","","","","","Belica 1: 133","12485","","","sɤm odìla","","","","perfect","sɤm, odìla","11999, 23520","",""
"nèi dàdoa","76208","","1.obj.pron.","","long.only","","","Belica 1: 131","12479","","","nèi dàdoa","","","","aorist","nèi, dàdoa","12476, 12477","",""
"ni plàštaa","76207","","1.obj.pron.","","","","","Belica 1: 131","12479","","","ni plàštaa","","","","imperfect","ni, plàštaa","3056, 12470","",""
"šte ni vṛ̀zva","76206","","1.obj.pron.","","","","","Belica 1: 129","12459","","","šte ni vṛ̀zva","","","","future","šte, ni, vṛ̀zva","12260, 3056, 12456","",""
"nèmu si e","76205","","refl+obj.pron.","","long.only","","","Belica 1: 128","12452","","","nèmu si e","reflexive","","","present","nèmu, si, e","12448, 12879, 987","predicate","obj-cop"
"sɤm vṛzàl","76204","","","","","","","Belica 1: 128","12452","","","sɤm vṛzàl","","","","perfect","sɤm, vṛzàl","11999, 12447","",""
"sɤm vṛzàl","76203","","","","","","","Belica 1: 127","12439","","","sɤm vṛzàl","","","","perfect","sɤm, vṛzàl","11999, 12447","",""
"sa te ostàvile","76202","","1.obj.pron.","","","","","Belica 1: 126","12432","","","sa te ostàvile","","","","perfect","sa, te, ostàvile","23555, 13041, 22918","","aux-obj"
"nèma da pìeš","76201","","","","","","","Belica 1: 125","12434","","neg","nèma da pìeš","","","","future","nèma, da, pìeš","25718, 11415, 12419","",""
"ne sè sṛdì","76200","","","","","","","Belica 1: 124","12428","","neg-clit","ne sè sṛdì","reflexive","","","imperative","ne, sè, sṛdì","7850, 27510, 12427","",""
"če sa te ostàvile","76199","","1.obj.pron.","","","","","Belica 1: 118","12413","","","če sa te ostàvile","","","","perfect","če, sa, te, ostàvile","7423, 23555, 13041, 22918","","aux-obj"
"ne sè sṛdì","76198","","","","","","","Belica 1: 118","12413","","neg-clit","ne sè sṛdì","reflexive","","","imperative","ne, sè, sṛdì","7850, 49753, 12410","",""
"čorbadžìata ni","76197","","poss.clitic","","","","","Belica 1: 117","12408","","","čorbadžìata ni","","","","","čorbadžìata, ni","12103, 3056","",""
"si odgovàra za nègo","76196","","","","","","","Belica 1: 116","12403","non-refl","","si odgovàra za nègo","reflexive","","","present","si, odgovàra, za, nègo","12879, 12095, 6792, 26444","",""
"vi ne mèšam","76195","","1.obj.pron.","","","","","Belica 1: 116","12403","","clit-neg","vi ne mèšam","","","","present","vi, ne, mèšam","6338, 7850, 12399","",""
"da ne sɤ̀m došlà","76194","","","","","","","Belica 1: 114","12393","","neg-clit","da ne sɤ̀m došlà","","","","perfect","da, ne, sɤ̀m, došlà","11415, 7850, 15576, 13702","",""
"ni bèše dragomànin","76193","","1.obj.pron.","","","","","Belica 1: 112","23551","","","ni bèše dragomànin","","","","imperfect","ni, bèše, dragomànin","3056, 17945, 12093","predicate",""
"se ispràvi","76192","","","","","","","Belica 1: 111","12384","","","se ispràvi","reflexive","","","present","se, ispràvi","12409, 12379","",""
"ne sɤ̀ a čùle tàa dùma","76191","","1.obj.pron.","","clt.pron-nom","","","Belica 1: 109","12375","","neg-clit","ne sɤ̀ a čùle tàa dùma","","","","perfect","ne, sɤ̀, a, čùle, tàa, dùma","7850, 16413, 23477, 12372, 30778, 12374","","aux-obj"
"ostàvim a","76190","","1.obj.pron.","","","","","Belica 1: 108","12369","","","ostàvim a","","","","present","","","",""
"kato a zarèza:me","76189","","1.obj.pron.","","","","","Belica 1: 104","12357","","","kato a zarèza:me","","","","aorist","kato, a, zarèza:me","12191, 23477, 23550","",""
"a potkarvà:me","76188","","1.obj.pron.","","","","","Belica 1: 102","12345","","","a potkarvà:me","","","","present","a, potkarvà:me","23477, 12343","",""
"ta gi ne znàm sìčkite","76187","","1.obj.pron.","","clt.pron-nom","","","Belica 1: 101","23548","","clit-neg","ta gi ne znàm sìčkite","","","","present","ta, gi, ne, znàm, sìčkite","33120, 1152, 7850, 6884, 42425","",""
"e počìnal","76186","","","","","","","Belica 1: 96","12334","","","e počìnal","","","","perfect","e, počìnal","26185, 23539","",""
"da si bɤ̀brem","76185","","","","","","","Belica 1: 93","12323","","","da si bɤ̀brem","reflexive","","","present","da, si, bɤ̀brem","11415, 12879, 12319","",""
"što me pìta","76184","","1.obj.pron.","","","","","Belica 1: 91","12317","","","što me pìta","","","","present","što, me, pìta","12311, 12007, 28115","",""
"sme otišlè","76183","","","","","","","Belica 1: 89","12312","","","sme otišlè","","","","perfect","sme, otišlè","12768, 12308","",""
"od mène","76182","","","","","","","Belica 1: 87","12306","od+obj","","od mène","","","","","od, mène","3406, 13055","",""
"da ti kàža","76181","","1.obj.pron.","","","","","Belica 1: 86","12303","","","da ti kàža","","","","present","da, ti, kàža","11415, 17648, 28145","",""
"komšìjk’a mi bèše","76180","","1.obj.pron.","","","","","Belica 1: 84","12297","","","komšìjk’a mi bèše","","","","imperfect","komšìjk'a, mi, bèše","12296, 13233, 17945","predicate",""
"mi nè e sestrà","76179","","1.obj.pron.","","","","","Belica 1: 84","12297","","clit-neg-clit","mi nè e sestrà","","","","present","mi, nè, e, sestrà","13233, 12294, 987, 31504","predicate",""
"sestrà li ti bèše","76178","","1.obj.pron.","","","","interr.clit","Belica 1: 83","12293","","","sestrà li ti bèše","","","","imperfect","sestrà, li, ti, bèše","31504, 14269, 17648, 17945","predicate",""
"žìva li e ili umrèla","76177","","","","","","","Belica 1: 81","23536","ellipsis","","žìva li e ili umrèla","","","","","žìva, li, e, ili, umrèla","12284, 14269, 987, 1447, 25964","",""
"da a znàm","76176","","1.obj.pron.","","","","","Belica 1: 79","12281","","","da a znàm","","","","present","da, a, znàm","11415, 23477, 6884","",""
"znàeš li a","76175","","1.obj.pron.","","","","interr.clit","Belica 1: 78","12274","","","znàeš li a","","","","present","znàeš, li, a","56622, 14269, 23477","",""
"sestrà mu","76174","","poss.clitic","","","","","Belica 1: 77","23535","","","sestrà mu","","","","","sestrà, mu","31504, 31684","",""
"a ne znàeš","76173","","1.obj.pron.","","","","","Belica 1: 76","12269","","clit-neg","a ne znàeš","","","","present","a, ne, znàeš","23477, 7850, 56622","",""
"še kàrame","76172","","","","","","","Belica 1: 74","12263","","","še kàrame","","","","future","še, kàrame","13272, 12216","",""
"šte zìmame","76171","","","","","","","Belica 1: 74","12263","","","šte zìmame","","","","future","šte, zìmame","12260, 12261","",""
"si fànem","76170","","","","","","","Belica 1: 73","12262","","","si fànem","reflexive","","","present","si, fànem","12879, 12208","",""
"kàrame mu","76169","","1.obj.pron.","","","","","Belica 1: 63","12222","","","kàrame mu","","","","present","kàrame, mu","12216, 31684","",""
"fànem si","76168","","","","","","","Belica 1: 60","12211","","","fànem si","reflexive","","","present","fànem, si","12208, 12879","",""
"ta se trèpeme","76167","","","","","","","Belica 1: 53","12187","","","ta se trèpeme","reflexive","","","present","ta, se, trèpeme","33120, 12409, 12186","",""
"da mu žɤ̀ne","76166","","1.obj.pron.","","","","","Belica 1: 49","12167","","","da mu žɤ̀ne","","","","present","da, mu, žɤ̀ne","11415, 31684, 12166","",""
"si go vìka","76138","","refl+obj.pron.","","","","","Belica 1: 49","12167","","","si go vìka","reflexive","","","present","si, go, vìka","12879, 12536, 6503","",""
"dòde li mu","76137","","1.obj.pron.","","","","interr.clit","Belica 1: 48","12164","","","dòde li mu","","","","present","dòde, li, mu","12162, 14269, 31684","",""
"si e fanàl","76136","","","","","","","Belica 1: 48","12164","","","si e fanàl","reflexive","","","perfect","si, e, fanàl","12879, 26185, 12160","","obj-aux"
"nè e sàmo edìn","76135","","","","","","","Belica 1: 45","12150","","neg-clit","nè e sàmo edìn","","","","present","nè, e, sàmo, edìn","12294, 987, 13638, 18174","predicate",""
"ni čèkat","76134","","1.obj.pron.","","","","","Belica 1: 45","12150","","","ni čèkat","","","","present","ni, čèkat","11762, 12147","",""
"ni srèšnat","76133","","1.obj.pron.","","","","","Belica 1: 44","12145","","","ni srèšnat","","","","present","ni, srèšnat","11762, 12113","",""
"si òdime","76132","","","","","","","Belica 1: 43","12140","","","si òdime","reflexive","","","present","si, òdime","12879, 12139","",""
"od ixtimàn","76131","","","","","","","Belica 1: 41","12134","od+obj","","od ixtimàn","","","","","od, ixtimàn","3406, 30084","",""
"ta si ostàim","76130","","","","","","","Belica 1: 37","12123","","","ta si ostàim","reflexive","","","present","ta, si, ostàim","33120, 12879, 12118","",""
"zakàrat ni","76129","","1.obj.pron.","","","","","Belica 1: 36","12117","","","zakàrat ni","","","","present","zakàrat, ni","12116, 11762","",""
"srèšnat ni ","76128","","1.obj.pron.","","","","","Belica 1: 36","12117","","","srèšnat ni ","","","","present","srèšnat, ni","12113, 11762","",""
"ni sòpšti ","76127","","1.obj.pron.","","","","","Belica 1: 35","12109","","","ni sòpšti ","","","","present","ni, sòpšti","3056, 12105","",""
"go znàe","76126","","1.obj.pron.","","","","","Belica 1: 33","12104","","","go znàe","","","","present","go, znàe","12536, 6867","",""
"pet.šesnàese","76125","","","","","","","Belica 1: 33","12104","approx.num","","pet.šesnàese","","","","","pet.šesnàese","37872","",""
"sɤberèm se","76124","","","","","","","Belica 1: 33","12104","","","sɤberèm se","reflexive","","","present","sɤberèm, se","12098, 12409","",""
"se kàzvaše","76123","","","","","","","Belica 1: 32","12097","","","se kàzvaše","reflexive","","","imperfect","se, kàzvaše","12409, 8872","",""
"sɤberè ni","76122","","1.obj.pron.","","","","","Belica 1: 32","12097","","","sɤberè ni","","","","present","sɤberè, ni","12090, 11762","",""
"si dòdem","76121","","","","","","","Belica 1: 26","23521","","","si dòdem","reflexive","","","present","si, dòdem","12879, 12071","",""
"ta sɤm odìla","76120","","","","","","","Belica 1: 25","12069","","","ta sɤm odìla","","","","perfect","ta, sɤm, odìla","33120, 11999, 23520","",""
"si dòda","76119","","","","","","","Belica 1: 24","23517","","","si dòda","reflexive","","","present","si, dòda","12879, 12060","",""
"sɤm gledàla","76118","","","","","","","Belica 1: 22","12056","","","sɤm gledàla","","","","perfect","sɤm, gledàla","11999, 12051","",""
"sedèla sɤm","76117","","","","","","","Belica 1: 21","12050","","","sedèla sɤm","","","","perfect","sedèla, sɤm","12043, 11999","",""
"mèn zavèdoa","76116","","1.obj.pron.","","long.only","","","Belica 1: 19","23511","","","mèn zavèdoa","","","","aorist","mèn, zavèdoa","12039, 12028","",""
"màjka mi","76115","","poss.clitic","","","","","Belica 1: 16","12023","","","màjka mi","","","","","màjka, mi","2649, 13233","",""
"baštà mi","76114","","poss.clitic","","","","","Belica 1: 15","12011","","","baštà mi","","","","","baštà, mi","12016, 13233","",""
"me e zavèl","76113","","1.obj.pron.","","","","","Belica 1: 15","12011","","","me e zavèl","","","","perfect","me, e, zavèl","12007, 26185, 12009","","obj-aux"
"sɤm bilà","76112","","","","","","","Belica 1: 13","12001","","","sɤm bilà","","","","perfect","sɤm, bilà","11999, 12004","",""
"odìla sɤm","76111","","","","","","","Belica 1: 11","11855","","","odìla sɤm","","","","perfect","odìla, sɤm","23520, 11999","",""
"ne sɤ̀m odìla","76110","","","","","","","Belica 1: 10","11854","","neg-clit","ne sɤ̀m odìla","","","","perfect","ne, sɤ̀m, odìla","7850, 15576, 23520","",""
"ne sɤ̀m odìla","76109","","","","","","","Belica 1: 10","11854","","neg-clit","ne sɤ̀m odìla","","","","perfect","ne, sɤ̀m, odìla","7850, 15576, 23520","",""
"ta ni zbràa","76108","","1.obj.pron.","","","","","Belica 1: 5","11758","","","ta ni zbràa","","","","aorist","ta, ni, zbràa","5406, 11762, 11755","",""
"presèlia ni","76107","","1.obj.pron.","","","","","Belica 1: 5","11758","","","presèlia ni","","","","aorist","presèlia, ni","11754, 11762","",""
"se ožènix","76106","","","","","","","Belica 1: 4","11753","","","se ožènix","reflexive","","","aorist","se, ožènix","12409, 11747","",""
"sɤm živ’àla","76105","","","","","","","Belica 1: 2","11744","","","sɤm živ’àla","","","","perfect","sɤm, živ'àla","11999, 11737","",""
"šə vìdiš","76100","","","","","","","Bangejci 1: 19","76155","","","šə vìdiš","","","","future","šə, vìdiš","18413, 6489","",""
"bi lìtnul","76092","","","","","","","Repljana 1: 118","64306","","","bi lìtnul","","","","conditional","bi, lìtnul","35859, 64305","",""
"ud r’àkətə","76089","","","","","","","Brŭšljan 2: 3","18160","od+obj","","ud r’àkətə","","","","","ud, r'àkətə","5983, 20542","",""
"pà si sè e praznuvàlu","76087","dbl.acc","2.refl.clit","","","","","Bansko: 249","36876","","","pà si sè e praznuvàlu","reflexive","","","perfect","pà, si, sè, e, praznuvàlu","36867, 12879, 36839, 26185, 36875","","obj-aux"
"pràš’č’ejmè mu","76086","dbl.acc","1.obj.pron.","","","","","Bansko: 235","36818","","","pràš’č’ejmè mu","","","","imperfect","pràš'č'ejmè, mu","36817, 31684","",""
"ta mu pràš’č’ajme","76085","","1.obj.pron.","","","","","Bansko: 235","36818","","","ta mu pràš’č’ajme","","","","imperfect","ta, mu, pràš'č'ajme","33120, 31684, 36815","",""
"ud razbòe","76084","","","","","","","Bansko: 305","37095","od+obj","","ud razbòe","","","","","ud, razbòe","5983, 36958","",""
"se svàla:","76083","","","","","","","Bansko: 303","37101","","","se svàla:","reflexive","","","present","se, svàla:","12409, 37100","",""
"se vàla:","76082","","","","","","","Bansko: 301","37111","","","se vàla:","reflexive","","","present","se, vàla:","12409, 37109","",""
"sa napraìli","76080","","","","","","","Bansko: 298","37087","","","sa napraìli","","","","perfect","sa, napraìli","23555, 37084","",""
"ud rekàta","76079","","","","","","","Bansko: 297","37083","od+obj","","ud rekàta","","","","","ud, rekàta","5983, 37082","",""
"ne stè le viždàli","76078","","","","","","interr.clit","Bansko: 294","37075","","neg-clit","ne stè le viždàli","","","","perfect","ne, stè, le, viždàli","7850, 29116, 14783, 37073","",""
"da se svàle","76077","","","","","","","Bansko: 290","37067","","","da se svàle","reflexive","","","present","da, se, svàle","11415, 12409, 37066","",""
"nòsuvàme gu","76076","","1.obj.pron.","","","","","Bansko: 290","37067","","","nòsuvàme gu","","","","present","nòsuvàme, gu","37064, 33329","",""
"gu sŭšìeme","76075","","1.obj.pron.","","","","","Bansko: 286","37051","","","gu sŭšìeme","","","","present","gu, sŭšìeme","32943, 37049","",""
"si mɛ̀tam","76074","","","","","","","Bansko: 282","37033","","","si mɛ̀tam","reflexive","","","present","si, mɛ̀tam","12879, 36963","",""
"gu izvàždam","76073","","1.obj.pron.","","","","","Bansko: 281","37029","","","gu izvàždam","","","","present","gu, izvàždam","33329, 37028","",""
"mɛ̀tamè ta","76072","dbl.acc","","","","","","Bansko: 281","37029","","","mɛ̀tamè ta","","","","","mɛ̀tamè, ta","37027, 33120","",""
"nègu gu fmɛ̀tame","76071","","1.obj.pron.","","full.pron-clit.pron.","","","Bansko: 279","37020","","","nègu gu fmɛ̀tame","","","","present","nègu, gu, fmɛ̀tame","37017, 33329, 37018","",""
"ta gò sme presukàle","76070","addl.acc","1.obj.pron.","","","","","Bansko: 279","37020","non.std.word.order","","ta gò sme presukàle","","","","perfect","ta, gò, sme, presukàle","33120, 37015, 12768, 37016","","obj-aux"
"se fmɛ̀ta","76069","","","","","","","Bansko: 277","37008","","","se fmɛ̀ta","reflexive","","","present","se, fmɛ̀ta","12409, 37006","",""
"da se ne nasùgruva","76068","","","","","","","Bansko: 275","36996","","clit-neg","da se ne nasùgruva","reflexive","","","present","da, se, ne, nasùgruva","11415, 12409, 7850, 36993","",""
"da se ìspne","76067","","","","","","","Bansko: 274","36991","","","da se ìspne","reflexive","","","present","da, se, ìspne","11415, 12409, 37659","",""
"mòtame ja","76066","","1.obj.pron.","","","","","Bansko: 274","36991","","","mòtame ja","","","","present","mòtame, ja","36988, 11671","",""
"uvlàč’ime ja","76065","","1.obj.pron.","","","","","Bansko: 273","36985","","","uvlàč’ime ja","","","","present","uvlàč'ime, ja","36982, 11671","",""
"isperèm a","76064","","1.obj.pron.","","","","","Bansko: 273","36985","","","isperèm a","","","","present","isperèm, a","36980, 23477","",""
"se tčè","76063","","","","","","","Bansko: 272","36978","","","se tčè","reflexive","","","present","se, tčè","12409, 37610","",""
"gu nàsnuva","76062","","1.obj.pron.","","","","","Bansko: 272","36978","","","gu nàsnuva","","","","present","gu, nàsnuva","33329, 36975","",""
"tòlkuà gu","76061","dbl.acc","","","","","","Bansko: 272","36978","","","tòlkuà gu","","","","","tòlkuà, gu","36974, 33329","",""
"prìvɤrzà gu","76060","dbl.acc","1.obj.pron.","","","","","Bansko: 270","36966","","","prìvɤrzà gu","","","","present","prìvɤrzà, gu","36961, 33329","",""
"vdɛ̀nemè gu","76053","dbl.acc","1.obj.pron.","","","","","Bansko: 268","36953","","","vdɛ̀nemè gu","","","","present","vdɛ̀nemè, gu","36952, 33329","",""
"nàvià gu","76052","dbl.acc","1.obj.pron.","","","","","Bansko: 268","36953","","","nàvià gu","","","","present","nàvià, gu","36951, 33329","",""
"òsnuvà gu","76051","dbl.acc","1.obj.pron.","","","","","Bansko: 268","36953","","","òsnuvà gu","","","","present","òsnuvà, gu","36950, 33329","",""
"sam tkàla","76049","","","","","","","Bansko: 265","36937","","","sam tkàla","","","","perfect","sam, tkàla","16202, 36913","",""
"sam tkàla","76048","","","","","","","Bansko: 265","36937","","","sam tkàla","","","","perfect","sam, tkàla","16202, 36913","",""
"si kùpime","76047","","","","","","","Bansko: 261","36928","","","si kùpime","reflexive","","","present","si, kùpime","12879, 36943","",""
"tkàla sam","76046","","","","","","","Bansko: 259","36918","","","tkàla sam","","","","perfect","tkàla, sam","36913, 16202","",""
"kat gu napràime","76045","","1.obj.pron.","","","","","Bansko: 255","36899","","","kat gu napràime","","","","present","kat, gu, napràime","15811, 32943, 36896","",""
"zgòtvi se","76044","","","","","","","Bansko: 250","36883","","","zgòtvi se","reflexive","","","present","zgòtvi, se","36882, 12409","",""
"naprài se","76043","","","","","","","Bansko: 250","36883","","","naprài se","reflexive","","","present","naprài, se","36881, 12409","",""
"rabòtte sì se e rabotìlu","76041","dbl.acc","poss.clitic","","","","","Bansko: 249","36876","","","rabòtte sì se e rabotìlu","reflexive","","","perfect","rabòtte, sì, se, e, rabotìlu","39952, 37557, 12409, 26185, 36873","","obj-aux"
"praznuvàlo sè e","76040","dbl.acc","","","","","","Bansko: 247","36869","","","praznuvàlo sè e","reflexive","","","perfect","praznuvàlo, sè, e","36868, 36839, 26185","","obj-aux"
"ne jà sa praznuvàli","76039","","1.obj.pron.","","","","","Bansko: 246","36864","non.std.word.order","neg-clit","ne jà sa praznuvàli","","","","present","ne, jà, sa, praznuvàli","7850, 36862, 23555, 36863","","obj-aux"
"kòledà le","76038","dbl.acc","","","","","","Bansko: 244","36856","","","kòledà le","","","","","kòledà, le","36857, 14783","",""
"ta si ozdravɛ̀","76037","","","","","","","Bansko: 242","36851","","","ta si ozdravɛ̀","reflexive","","","aorist","ta, si, ozdravɛ̀","33120, 12879, 37611","",""
"rèkal","76036","","","","","renarrated","","Bansko: 239","36845","","","rèkal","","","","aorist","rèkal","36844","",""
"š’čò sè si upravìl","76035","addl.acc","","","","","","Bansko: 238","36841","non.std.word.order","","š’čò sè si upravìl","reflexive","","","perfect","š'čò, sè, si, upravìl","36838, 36839, 40734, 36840","","obj-aux"
"tə mu bɛ̀še vikàl","76033","","1.obj.pron.","","","","","Bansko: 238","36841","","","tə mu bɛ̀še vikàl","","","","pluperf.","tə, mu, bɛ̀še, vikàl","9032, 31684, 36833, 36834","",""
"gà mu se priedè","76032","","refl+obj.pron.","","","","","Bansko: 237","36832","","","gà mu se priedè","reflexive","","","present","gà, mu, se, priedè","36830, 31684, 12409, 36831","",""
"da si màže","76031","","","","","","","Bansko: 237","36832","","","da si màže","reflexive","","","present","da, si, màže","11415, 12879, 36828","",""
"mu pràš’č’ejme","76030","","1.obj.pron.","","","","","Bansko: 236","36826","","","mu pràš’č’ejme","","","","imperfect","mu, pràš'č'ejme","36824, 36825","",""
"bɛ̀jme zaklàli","76029","","","","","","","Bansko: 236","36826","","","bɛ̀jme zaklàli","","","","pluperf.","bɛ̀jme, zaklàli","36819, 36820","",""
"pa mi rèkua","76027","","1.obj.pron.","","","","","Bansko: 232","36810","","","pa mi rèkua","","","","aorist","pa, mi, rèkua","12234, 13233, 36806","",""
"gu pɤ̀rža:","76026","","1.obj.pron.","","","","","Bansko: 163","32964","","","gu pɤ̀rža:","","","","present","gu, pɤ̀rža:","32943, 32960","",""
"ni e nàj temelìjata xranà","76025","","1.obj.pron.","","","","","Bansko: 220","36712","","","ni e nàj temelìjata xranà","","","","present","ni, e, nàj, temelìjata, xranà","3056, 987, 31608, 36708, 36709","predicate","obj-cop"
"nemòj učì","76024","","","","","","","Bansko: 230","36796","","neg","nemòj učì","","","","imperative","nemòj, učì","36790, 36791","comp.imper",""
"dž’òre gu vìkame","76023","","1.obj.pron.","","","","","Bansko: 229","36751","2nd.accus.","","dž’òre gu vìkame","","","","present","dž'òre, gu, vìkame","36749, 33329, 26654","",""
"mu vìkam","76022","","1.obj.pron.","","","","","Bansko: 229","36751","","","mu vìkam","","","","present","mu, vìkam","31684, 13618","",""
"ta se puknàl","76021","","","","","renarrated","","Bansko: 227","36745","","","ta se puknàl","reflexive","","","","ta, se, puknàl","33120, 12409, 36741","",""
"go zabolɛ̀","76020","","1.obj.pron.","","","","","Bansko: 226","36740","","","go zabolɛ̀","","","","aorist","go, zabolɛ̀","12536, 36738","",""
"šo è dòlu","76019","addl.acc","","","","","","Bansko: 223","36724","","","šo è dòlu","","","","present","šo, è, dòlu","74460, 28902, 33173","predicate",""
"mažò mi","76017","","poss.clitic","","","","","Bansko: 217","36703","","","mažò mi","","","","","mažò, mi","36699, 13233","",""
"mi dàvaa","76016","","1.obj.pron.","","","","","Bansko: 216","36698","","","mi dàvaa","","","","present","mi, dàvaa","13233, 36696","",""
"ot sì sam uddɛ̀lnu","76015","addl.acc","","","","","","Bansko: 215","36691","non.std.word.order","","ot sì sam uddɛ̀lnu","reflexive","","","present","ot, sì, sam, uddɛ̀lnu","36689, 27023, 11815, 63158","predicate","obj-cop"
"si kòleme","76014","","","","","","","Bansko: 213","36669","","","si kòleme","reflexive","","","present","si, kòleme","12879, 36667","",""
"si i","76013","","","","","","","Bansko: 213","36669","","","si i","reflexive","","","present","si, i","12879, 21419","",""
"ne mò vi kažùvam","76012","","1.obj.pron.","","","","","Bansko: 207","36640","no.compl..","","ne mò vi kažùvam","","","","present","ne, mò, vi, kažùvam","7850, 36638, 13340, 36639","",""
"da ja fàne","76010","","1.obj.pron.","","","","","Bansko: 203","36633","","","da ja fàne","","","","present","da, ja, fàne","11415, 11671, 16418","",""
"si vìkame","76009","","","","","","","Bansko: 203","36633","","","si vìkame","reflexive","","","present","si, vìkame","12879, 37602","",""
"se izvàžda","76008","","","","","","","Bansko: 202","36630","","","se izvàžda","reflexive","","","present","se, izvàžda","12409, 36629","",""
"k’i i napɤ̀l’nat","75995","","1.obj.pron.","","","","","Skrŭt 2: 110","53055","","","k’i i napɤ̀l’nat","","","","future","k’i, i, napɤ̀l’nat","51848, 1607, 53053","",""
"f ìzbatà e","75986","dbl.acc","","","","","","Bansko: 200","36615","","","f ìzbatà e","","","","","f, ìzbatà, e","1105, 56617, 987","",""
"e izvàdime","75985","","1.obj.pron.","","","","","Bansko: 198","36607","","","e izvàdime","","","","present","e, izvàdime","28286, 24290","",""
"se nasòli","75984","","","","","","","Bansko: 197","36542","","","se nasòli","reflexive","","","present","se, nasòli","12409, 36539","",""
"f kàcatà se","75983","dbl.acc","","","","","","Bansko: 197","36542","","","f kàcatà se","","","","","f, kàcatà, se","1105, 36538, 12409","",""
"se nasòluva","75982","","","","","","","Bansko: 196","36600","","","se nasòluva","reflexive","","","present","se, nasòluva","12409, 36599","",""
"razrɛ̀š’ a","75981","","1.obj.pron.","","","","","Bansko: 193","36527","","","razrɛ̀š’ a","","","","present","razrɛ̀š', a","37558, 23477","",""
"slanìnatà le","75980","dbl.acc","","","","","","Bansko: 191","33800","","","slanìnatà le","","","","","slanìnatà, le","33782, 14783","",""
"ja nasòluvàme","75979","","1.obj.pron.","","","","","Bansko: 189","33792","","","ja nasòluvàme","","","","present","ja, nasòluvàme","11671, 33786","",""
"se razrɛ̀žuva","75978","","","","","","","Bansko: 188","33785","","","se razrɛ̀žuva","reflexive","","","present","se, razrɛ̀žuva","12409, 32981","",""
"slanìnatà se","75977","dbl.acc","","","","","","Bansko: 188","33785","","","slanìnatà se","","","","","slanìnatà, se","33782, 12409","",""
"se nafpàva:","75976","","","","","","","Bansko: 186","33777","","","se nafpàva:","reflexive","","","present","se, nafpàva:","12409, 33773","",""
"krɛ̀šč’inì se","75975","dbl.acc","","","","","","Bansko: 186","33777","","","krɛ̀šč’inì se","","","","","krɛ̀šč'inì, se","33772, 12409","",""
"krɤftà im","75974","","poss.clitic","","","","","Bansko: 184","33767","","","krɤftà im","","","","","krɤftà, im","33765, 16285","",""
"si ìma","75973","","","","","","","Bansko: 183","33762","","","si ìma","reflexive","","","present","si, ìma","12879, 33731","",""
"si ìma","75972","","","","","","","Bansko: 182","33757","","","si ìma","reflexive","","","present","si, ìma","12879, 33731","",""
"ùbuù ta","75971","dbl.acc","","","","","","Bansko: 181","33752","","","ùbuù ta","","","","","ùbuù, ta","33748, 33120","",""
"da sà izmìeni","75970","addl.acc","","","","","","Bansko: 181","33752","","","da sà izmìeni","","","","present","da, sà, izmìeni","11415, 33746, 33747","pass.part",""
"crevàta i mìeme","75969","","1.obj.pron.","","nom-clt.pron.","","","Bansko: 178","33738","","","crevàta i mìeme","","","","present","crevàta, i, mìeme","33736, 23110, 33737","",""
"si ìma","75968","","","","","","","Bansko: 176","33729","","","si ìma","reflexive","","","present","si, ìma","12879, 33731","",""
"podadè se","75967","","","","","","","Bansko: 175","33009","","","podadè se","reflexive","","","present","podadè, se","3650, 12409","",""
"se podadà","75966","","","","","","","Bansko: 174","33004","","","se podadà","reflexive","","","present","se, podadà","12409, 33000","",""
"što sè razrɛ̀žuva","75965","addl.acc","","","","","","Bansko: 172","32996","","","što sè razrɛ̀žuva","reflexive","","","present","što, sè, razrɛ̀žuva","13346, 27510, 32995","",""
"vìkamè gu smɛ̀nka","75964","dbl.acc","1.obj.pron.","","","","","Bansko: 172","32996","2nd.accus.","","vìkamè gu smɛ̀nka","","","","present","vìkamè, gu, smɛ̀nka","32994, 32943, 32989","",""
